,SiteName_x,County,AQI,Pollutant,Status,SO2,CO,CO_8hr,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,PublishTime,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId,hash,SiteName_y,WindDirection,WindPower,Gust,Visibility,Temperature,Moisture,AtmosphericPressure,Weather,Rainfall1day,Unit,DataCreationDate
1584,臺東,臺東縣,34,,良好,1.6,0.38,0.2,31,34,28,13,7.5,9.4,1.9,1.6,305,2019/10/18 09:00,11,25,2,121.15045,22.755358,62,62-2019-10-18 09:00:00,62,北北西,1,,30,25.2,65,1017.6,陰,0,中央氣象局,2019/10/18 09:00
1585,陽明,臺北市,48,,良好,0.8,0.13,0.1,49,52,18,8,1,1.8,0.7,,,2019/10/18 08:00,8,20,2,121.529583,25.182722,64,64-2019-10-18 08:00:00,64,西北西,1,,12,16.5,91,,陰,0,中央氣象局,2019/10/18 08:00
1586,馬祖,連江縣,72,細懸浮微粒,普通,2.2,0.22,0.2,52,55,47,24,5.7,6.9,1.2,1.7,328,2019/10/18 08:00,24,44,2,119.949875,26.160469,75,75-2019-10-18 08:00:00,75,北北東,2,,17,22.8,69,1020.4,晴,0,中央氣象局,2019/10/18 08:00
1587,金門,金門縣,58,細懸浮微粒,普通,4,0.24,0.2,50,48,49,23,8.6,9.9,1.3,3.4,16,2019/10/18 08:00,18,46,3,118.312256,24.432133,77,77-2019-10-18 08:00:00,77,東北,3,,25,24.7,62,1020.1,晴,0,中央氣象局,2019/10/18 08:00
1588,嘉義,嘉義市,54,細懸浮微粒,普通,4.8,0.47,0.3,22,22,51,19,19,23,3.7,1.8,350,2019/10/18 08:00,17,36,4,120.440833,23.462778,42,42-2019-10-18 08:00:00,42,北,1,,12,23.6,66,1016.1,晴,0,中央氣象局,2019/10/18 08:00
1589,臺南,臺南市,52,細懸浮微粒,普通,3.3,0.43,0.3,23,28,41,15,19,23,4.2,2,33,2019/10/18 08:00,16,35,3,120.202617,22.984581,46,46-2019-10-18 08:00:00,46,北北西,2,,13,24,68,1016.4,晴,0,中央氣象局,2019/10/18 08:00
1590,板橋,新北市,52,細懸浮微粒,普通,2.3,0.68,0.5,18,20,27,15,33,42,9.3,1.3,95,2019/10/18 08:00,16,33,3,121.458667,25.012972,6,6-2019-10-18 08:00:00,6,東,1,,20,23.3,66,1018.7,多雲,0,中央氣象局,2019/10/18 08:00
1591,觀音,桃園市,46,,良好,3.9,0.27,0.2,36,38,34,15,16,18,2.3,3.9,81,2019/10/18 08:00,14,30,3,121.082761,25.035503,19,19-2019-10-18 08:00:00,19,東北東,3,,16,22.9,65,1018.2,多雲,0,中央氣象局,2019/10/18 08:00
1592,基隆,基隆市,43,,良好,2.3,0.32,0.4,46,38,38,16,11,13,2.5,1.1,29,2019/10/18 08:00,13,38,2,121.760056,25.129167,1,1-2019-10-18 08:00:00,1,北北東,2,,15,23.5,68,1018.4,陰,0,中央氣象局,2019/10/18 08:00
1593,馬公,澎湖縣,64,臭氧八小時,普通,2.3,0.19,0.1,58,59,32,14,3.3,8.1,4.8,5.9,29,2019/10/18 08:00,13,32,2,119.566158,23.569031,78,78-2019-10-18 08:00:00,78,北北東,4,6,25,25.2,66,1017,晴,0,中央氣象局,2019/10/18 08:00
1594,新竹,新竹市,42,,良好,1.3,0.29,0.2,44,42,27,11,11,12,1,2.5,68,2019/10/18 08:00,13,28,2,120.972075,24.805619,24,24-2019-10-18 08:00:00,24,東北東,3,,20,24.3,64,1018,晴,0,中央氣象局,2019/10/18 08:00
1595,大里,臺中市,38,,良好,2.2,0.64,0.3,13,30,30,18,21,37,16,1.6,33,2019/10/18 08:00,12,24,2,120.677689,24.099611,30,30-2019-10-18 08:00:00,30,東北東,1,,15,24.5,58,1016,晴,0,中央氣象局,2019/10/18 08:00
1596,沙鹿,臺中市,49,,良好,1,0.21,0.2,50,53,25,14,8.8,11,1.8,5.2,8.5,2019/10/18 08:00,12,22,1,120.568794,24.225628,29,29-2019-10-18 08:00:00,29,北,4,6,30,24.4,55,1016.7,晴,0,中央氣象局,2019/10/18 08:00
1597,恆春,屏東縣,47,,良好,1,0.12,0.1,54,51,26,11,1.7,2.6,0.9,7.6,25,2019/10/18 08:00,11,28,1,120.788928,21.958069,61,61-2019-10-18 08:00:00,61,北,4,7,15,25.3,68,1015.6,晴,0,中央氣象局,2019/10/18 08:00
1598,萬華,臺北市,36,,良好,2.3,0.6,0.4,12,23,29,13,28,40,12,0.8,167,2019/10/18 08:00,11,26,1,121.507972,25.046503,13,13-2019-10-18 08:00:00,13,東南,1,,10,22.7,71,1018.8,陰,0,中央氣象局,2019/10/18 08:00
1599,臺東,臺東縣,31,,良好,1.6,0.31,0.2,30,34,27,13,6.6,7.9,1.3,1.8,311,2019/10/18 08:00,10,24,2,121.15045,22.755358,62,62-2019-10-18 08:00:00,62,北北西,1,,30,24.2,70,1017.5,陰,0,中央氣象局,2019/10/18 08:00
1600,冬山,宜蘭縣,35,,良好,1.5,0.24,0.2,43,38,21,11,6.6,8,1.4,2.1,265,2019/10/18 08:00,10,19,1,121.792928,24.632203,66,66-2019-10-18 08:00:00,66,西,1,,10,23.5,66,1018.7,多雲,0,中央氣象局,2019/10/18 08:00
1601,臺東,臺東縣,32,,良好,1.5,0.22,0.2,32,35,25,14,3.7,4.5,0.8,1.3,318,2019/10/18 07:00,9,24,2,121.15045,22.755358,62,62-2019-10-18 07:00:00,62,北北西,1,,,23.5,73,1017.2,,0,中央氣象局,2019/10/18 07:00
1602,陽明,臺北市,48,,良好,0.8,0.13,0.1,51,52,18,7,0.9,1.6,0.7,,,2019/10/18 07:00,9,20,2,121.529583,25.182722,64,64-2019-10-18 07:00:00,64,西北西,1,,,16.3,90,,,0,中央氣象局,2019/10/18 07:00
1603,馬祖,連江縣,72,細懸浮微粒,普通,2.1,0.21,0.2,47,57,52,28,6,7.1,1.2,1.1,331,2019/10/18 07:00,24,43,2,119.949875,26.160469,75,75-2019-10-18 07:00:00,75,北北東,2,,,22,69,1019.8,,0,中央氣象局,2019/10/18 07:00
1604,金門,金門縣,56,細懸浮微粒,普通,4.1,0.21,0.2,49,49,49,17,7.4,8.1,0.7,3.3,12,2019/10/18 07:00,17,45,3,118.312256,24.432133,77,77-2019-10-18 07:00:00,77,北北東,2,,,22.7,68,1019.9,,0,中央氣象局,2019/10/18 07:00
1605,臺南,臺南市,53,細懸浮微粒,普通,2.7,0.26,0.2,27,29,34,15,12,14,1.5,1.8,29,2019/10/18 07:00,17,36,3,120.202617,22.984581,46,46-2019-10-18 07:00:00,46,北北西,2,,,22.5,72,1015.9,,0,中央氣象局,2019/10/18 07:00
1606,嘉義,嘉義市,54,細懸浮微粒,普通,4.9,0.3,0.3,19,21,32,19,18,20,1.6,1.8,8.2,2019/10/18 07:00,17,33,4,120.440833,23.462778,42,42-2019-10-18 07:00:00,42,北,1,,,21.5,78,1015.7,,0,中央氣象局,2019/10/18 07:00
1607,板橋,新北市,52,細懸浮微粒,普通,4.6,0.42,0.4,22,21,31,14,26,29,2.8,1.4,133,2019/10/18 07:00,16,33,3,121.458667,25.012972,6,6-2019-10-18 07:00:00,6,靜風,,,,20.3,91,1018.6,,0,中央氣象局,2019/10/18 07:00
1608,觀音,桃園市,44,,良好,2.8,0.23,0.2,33,40,29,12,16,17,1.4,3.9,84,2019/10/18 07:00,14,29,3,121.082761,25.035503,19,19-2019-10-18 07:00:00,19,東,3,,,21.8,67,1017.8,,0,中央氣象局,2019/10/18 07:00
1609,馬公,澎湖縣,67,臭氧八小時,普通,2.2,0.16,0.1,58,60,29,13,2.5,7.1,4.6,6.5,27,2019/10/18 07:00,13,32,2,119.566158,23.569031,78,78-2019-10-18 07:00:00,78,北北東,4,6,,24.2,72,1016.4,,0,中央氣象局,2019/10/18 07:00
1610,新竹,新竹市,43,,良好,1.2,0.21,0.2,46,41,24,16,7.9,8.3,0.5,2.6,77,2019/10/18 07:00,13,28,3,120.972075,24.805619,24,24-2019-10-18 07:00:00,24,東北東,2,,,21.9,69,1017.7,,0,中央氣象局,2019/10/18 07:00
1611,基隆,基隆市,40,,良好,2.9,0.86,0.4,5.1,37,57,15,38,90,52,0.4,83,2019/10/18 07:00,12,37,1,121.760056,25.129167,1,1-2019-10-18 07:00:00,1,南,1,,,21.4,73,1018.2,,0,中央氣象局,2019/10/18 07:00
1612,沙鹿,臺中市,49,,良好,0.9,0.17,0.1,53,53,18,13,6.6,7.7,1.1,4.7,360,2019/10/18 07:00,12,22,1,120.568794,24.225628,29,29-2019-10-18 07:00:00,29,北,3,6,,22.3,58,1016.2,,0,中央氣象局,2019/10/18 07:00
1613,恆春,屏東縣,47,,良好,1,0.12,0.1,51,51,29,14,1.7,2.5,0.8,7,27,2019/10/18 07:00,11,28,1,120.788928,21.958069,61,61-2019-10-18 07:00:00,61,北,4,7,,24.9,73,1015.5,,0,中央氣象局,2019/10/18 07:00
1614,萬華,臺北市,34,,良好,1.8,0.39,0.3,15,26,27,11,20,25,4.8,1.4,156,2019/10/18 07:00,11,26,1,121.507972,25.046503,13,13-2019-10-18 07:00:00,13,南,1,,,21,84,1018.5,,0,中央氣象局,2019/10/18 07:00
1615,大里,臺中市,34,,良好,1.8,0.42,0.2,12,33,32,12,18,26,7.3,1.2,213,2019/10/18 07:00,10,23,2,120.677689,24.099611,30,30-2019-10-18 07:00:00,30,東北,1,,,21.9,64,1015.8,,0,中央氣象局,2019/10/18 07:00
1616,冬山,宜蘭縣,35,,良好,1.5,0.17,0.1,42,38,21,8,4.4,5.3,0.9,1.6,289,2019/10/18 07:00,10,19,1,121.792928,24.632203,66,66-2019-10-18 07:00:00,66,西,1,,,20.6,76,1018.4,,0,中央氣象局,2019/10/18 07:00
1617,陽明,臺北市,49,,良好,0.7,0.12,0.1,52,53,25,8,0.8,1.6,0.8,,,2019/10/18 06:00,9,20,2,121.529583,25.182722,64,64-2019-10-18 06:00:00,64,西北西,1,,,15.8,85,,,0,中央氣象局,2019/10/18 06:00
1618,臺東,臺東縣,33,,良好,1.4,0.17,0.2,36,36,23,7,2.2,2.8,0.6,1.5,311,2019/10/18 06:00,8,25,2,121.15045,22.755358,62,62-2019-10-18 06:00:00,62,北,1,,,23.2,74,1016.5,,0,中央氣象局,2019/10/18 06:00
1619,馬祖,連江縣,70,細懸浮微粒,普通,2,0.2,0.2,47,60,49,29,5.1,6.2,1.2,1.2,346,2019/10/18 06:00,23,41,2,119.949875,26.160469,75,75-2019-10-18 06:00:00,75,北北東,2,,,21.2,74,1019.6,,0,中央氣象局,2019/10/18 06:00
1620,金門,金門縣,55,細懸浮微粒,普通,4.1,0.19,0.2,49,49,46,17,6.7,7.2,0.5,2.5,11,2019/10/18 06:00,17,45,3,118.312256,24.432133,77,77-2019-10-18 06:00:00,77,北北東,2,,,21.6,71,1019.3,,0,中央氣象局,2019/10/18 06:00
1621,臺南,臺南市,55,細懸浮微粒,普通,2.5,0.23,0.2,25,30,33,16,14,15,1.3,2.1,14,2019/10/18 06:00,17,39,3,120.202617,22.984581,46,46-2019-10-18 06:00:00,46,北北西,3,,,21.8,72,1015.5,,0,中央氣象局,2019/10/18 06:00
1622,嘉義,嘉義市,53,細懸浮微粒,普通,8.4,0.26,0.3,18,22,34,14,17,17,0.3,2.1,13,2019/10/18 06:00,16,35,4,120.440833,23.462778,42,42-2019-10-18 06:00:00,42,北北東,1,,,19.6,82,1015.3,,0,中央氣象局,2019/10/18 06:00
1623,板橋,新北市,52,細懸浮微粒,普通,5.1,0.49,0.5,8.4,21,41,23,29,31,1.4,0.7,130,2019/10/18 06:00,16,34,3,121.458667,25.012972,6,6-2019-10-18 06:00:00,6,靜風,,,,18.9,93,1018.3,,0,中央氣象局,2019/10/18 06:00
1624,觀音,桃園市,45,,良好,2.9,0.2,0.2,35,42,28,13,11,12,0.4,2.9,85,2019/10/18 06:00,14,28,4,121.082761,25.035503,19,19-2019-10-18 06:00:00,19,東,2,,,20.3,70,1017.5,,0,中央氣象局,2019/10/18 06:00
1625,馬公,澎湖縣,67,臭氧八小時,普通,1.8,0.15,0.1,61,60,29,14,1.6,6,4.4,6.5,25,2019/10/18 06:00,13,32,2,119.566158,23.569031,78,78-2019-10-18 06:00:00,78,北北東,4,6,,23.7,74,1016.1,,0,中央氣象局,2019/10/18 06:00
1626,新竹,新竹市,42,,良好,1.5,0.18,0.3,46,41,26,11,7.3,7.7,0.4,2.4,82,2019/10/18 06:00,13,29,3,120.972075,24.805619,24,24-2019-10-18 06:00:00,24,東北東,2,,,21.1,72,1017.6,,0,中央氣象局,2019/10/18 06:00
1627,基隆,基隆市,40,,良好,1.9,0.3,0.3,24,43,32,13,16,19,3.2,0.5,81,2019/10/18 06:00,12,33,1,121.760056,25.129167,1,1-2019-10-18 06:00:00,1,北北東,2,,,23,68,1017.9,,0,中央氣象局,2019/10/18 06:00
1628,沙鹿,臺中市,48,,良好,0.9,0.14,0.1,53,52,23,12,5.5,6.8,1.3,4.9,0.8,2019/10/18 06:00,12,23,1,120.568794,24.225628,29,29-2019-10-18 06:00:00,29,北,4,6,,21.7,61,1015.8,,0,中央氣象局,2019/10/18 06:00
1629,萬華,臺北市,35,,良好,2,0.25,0.3,26,29,25,9,8.3,10,2,1,142,2019/10/18 06:00,11,26,1,121.507972,25.046503,13,13-2019-10-18 06:00:00,13,南南東,1,,,20.3,88,1018.1,,0,中央氣象局,2019/10/18 06:00
1630,恆春,屏東縣,48,,良好,1,0.12,0.1,50,52,29,9,1.7,2.4,0.8,7,23,2019/10/18 06:00,10,28,1,120.788928,21.958069,61,61-2019-10-18 06:00:00,61,北,3,6,,24.5,76,1015.2,,0,中央氣象局,2019/10/18 06:00
1631,大里,臺中市,34,,良好,1.6,0.28,0.2,,36,23,11,13,14,1.2,1.1,256,2019/10/18 06:00,10,21,2,120.677689,24.099611,30,30-2019-10-18 06:00:00,30,北北東,1,,,21,69,1015.4,,0,中央氣象局,2019/10/18 06:00
1632,冬山,宜蘭縣,35,,良好,1.4,0.14,0.1,38,38,14,9,4.2,5.1,0.9,1.8,288,2019/10/18 06:00,10,20,1,121.792928,24.632203,66,66-2019-10-18 06:00:00,66,西,2,,,18.8,82,1018.3,,0,中央氣象局,2019/10/18 06:00
1633,臺東,臺東縣,33,,良好,1.4,0.16,0.2,35,36,24,7,1.7,2.4,0.7,1.3,308,2019/10/18 05:00,9,25,2,121.15045,22.755358,62,62-2019-10-18 05:00:00,62,西北,1,,15,23.2,75,1015.9,陰,0,中央氣象局,2019/10/18 05:00
1634,陽明,臺北市,48,,良好,0.9,0.13,0.1,53,52,17,8,0.9,1.6,0.8,,,2019/10/18 05:00,9,19,2,121.529583,25.182722,64,64-2019-10-18 05:00:00,64,西北,3,7,30,15.6,82,,晴,0,中央氣象局,2019/10/18 05:00
1635,馬祖,連江縣,74,臭氧八小時,普通,1.5,0.19,0.2,54,62,46,28,4.4,5.2,0.9,1.3,349,2019/10/18 05:00,21,38,2,119.949875,26.160469,75,75-2019-10-18 05:00:00,75,北北東,2,,15,21.3,75,1019.1,晴,0,中央氣象局,2019/10/18 05:00
1636,金門,金門縣,55,細懸浮微粒,普通,4.2,0.19,0.2,47,50,48,19,7.1,7.8,0.7,2,1,2019/10/18 05:00,17,45,3,118.312256,24.432133,77,77-2019-10-18 05:00:00,77,北北東,2,,20,21.8,70,1018.8,晴,0,中央氣象局,2019/10/18 05:00
1637,臺南,臺南市,55,細懸浮微粒,普通,2.7,0.24,0.2,23,31,29,18,13,15,1.3,2.1,15,2019/10/18 05:00,17,43,3,120.202617,22.984581,46,46-2019-10-18 05:00:00,46,北北西,2,,15,22.2,73,1015,多雲,0,中央氣象局,2019/10/18 05:00
1638,嘉義,嘉義市,52,細懸浮微粒,普通,2.8,0.25,0.3,22,23,33,17,13,14,0.6,1.5,1.3,2019/10/18 05:00,16,35,4,120.440833,23.462778,42,42-2019-10-18 05:00:00,42,靜風,,,12,20.1,82,1014.9,晴,0,中央氣象局,2019/10/18 05:00
1639,板橋,新北市,46,,良好,3.2,0.49,0.5,11,24,36,19,27,28,0.9,0.7,267,2019/10/18 05:00,14,31,3,121.458667,25.012972,6,6-2019-10-18 05:00:00,6,南南西,1,,20,19.1,91,1018,晴,0,中央氣象局,2019/10/18 05:00
1640,新竹,新竹市,45,,良好,2,0.18,0.3,44,41,30,13,8.4,8.8,0.4,2.5,85,2019/10/18 05:00,14,30,3,120.972075,24.805619,24,24-2019-10-18 05:00:00,24,東北東,2,,15,20.8,74,1017.3,晴,0,中央氣象局,2019/10/18 05:00
1641,觀音,桃園市,45,,良好,2.4,0.14,0.2,47,44,28,18,6.7,7.1,0.4,3.5,83,2019/10/18 05:00,14,29,4,121.082761,25.035503,19,19-2019-10-18 05:00:00,19,東,2,,16,20.3,70,1017.1,晴,0,中央氣象局,2019/10/18 05:00
1642,馬公,澎湖縣,67,臭氧八小時,普通,1.9,0.14,0.1,59,60,39,17,1.5,6,4.4,7,22,2019/10/18 05:00,12,31,2,119.566158,23.569031,78,78-2019-10-18 05:00:00,78,北北東,4,7,12,23.5,67,1015.8,晴,0,中央氣象局,2019/10/18 05:00
1643,基隆,基隆市,44,,良好,1.8,0.22,0.3,40,47,31,12,7.2,7.4,0.3,0.5,74,2019/10/18 05:00,11,33,1,121.760056,25.129167,1,1-2019-10-18 05:00:00,1,北,3,,,23.2,66,1017.5,,0,中央氣象局,2019/10/18 05:00
1644,恆春,屏東縣,48,,良好,1,0.12,0.1,52,52,27,7,1.7,2.5,0.8,6.8,32,2019/10/18 05:00,11,28,1,120.788928,21.958069,61,61-2019-10-18 05:00:00,61,北,3,6,12,24.5,77,1014.6,多雲,0,中央氣象局,2019/10/18 05:00
1645,萬華,臺北市,36,,良好,1.9,0.23,0.3,28,30,23,10,6.7,8.7,2,1.1,140,2019/10/18 05:00,11,26,1,121.507972,25.046503,13,13-2019-10-18 05:00:00,13,南南東,1,,,20.2,88,1017.8,,0,中央氣象局,2019/10/18 05:00
1646,沙鹿,臺中市,48,,良好,1.1,0.14,0.1,53,52,19,11,5.6,6.7,1.1,4.7,7.9,2019/10/18 05:00,11,23,1,120.568794,24.225628,29,29-2019-10-18 05:00:00,29,北,3,6,,21.4,65,1015.6,,0,中央氣象局,2019/10/18 05:00
1647,冬山,宜蘭縣,35,,良好,1.4,0.15,0.1,40,38,16,10,3.2,4.2,1,1.6,281,2019/10/18 05:00,11,21,1,121.792928,24.632203,66,66-2019-10-18 05:00:00,66,西南,1,,15,19.4,79,1017.9,晴,0,中央氣象局,2019/10/18 05:00
1648,大里,臺中市,34,,良好,1.3,0.15,0.2,39,36,20,7,6,6.8,0.8,1.6,58,2019/10/18 05:00,10,21,2,120.677689,24.099611,30,30-2019-10-18 05:00:00,30,北北東,1,,15,21.9,64,1015,多雲,0,中央氣象局,2019/10/18 05:00
1649,臺東,臺東縣,33,,良好,1.4,0.15,0.2,35,36,23,9,1.5,2,0.5,1.3,306,2019/10/18 04:00,9,25,2,121.15045,22.755358,62,62-2019-10-18 04:00:00,62,西北,1,,,23.2,75,1015.6,,0,中央氣象局,2019/10/18 04:00
1650,馬祖,連江縣,80,臭氧八小時,普通,1.6,0.18,0.2,59,64,44,26,3.7,4.6,0.9,2.5,331,2019/10/18 04:00,19,37,2,119.949875,26.160469,75,75-2019-10-18 04:00:00,75,北北東,2,,,21.8,73,1018.9,,0,中央氣象局,2019/10/18 04:00
1651,臺南,臺南市,55,細懸浮微粒,普通,2.1,0.23,0.3,27,33,31,17,12,13,0.9,2.1,39,2019/10/18 04:00,17,49,3,120.202617,22.984581,46,46-2019-10-18 04:00:00,46,北,2,,,22.7,71,1014.7,,0,中央氣象局,2019/10/18 04:00
1652,金門,金門縣,55,細懸浮微粒,普通,4.2,,0.2,46,51,50,18,8.5,9.2,0.7,2.2,5.6,2019/10/18 04:00,17,43,3,118.312256,24.432133,77,77-2019-10-18 04:00:00,77,北北東,2,,,21.8,70,1018.7,,0,中央氣象局,2019/10/18 04:00
1653,嘉義,嘉義市,52,細懸浮微粒,普通,2.8,0.24,0.3,25,25,29,19,13,14,0.6,1.9,73,2019/10/18 04:00,16,37,4,120.440833,23.462778,42,42-2019-10-18 04:00:00,42,東北,1,,,20.2,82,1014.7,,0,中央氣象局,2019/10/18 04:00
1654,新竹,新竹市,45,,良好,2.6,0.22,0.3,43,42,26,13,9.3,9.6,0.3,2.4,95,2019/10/18 04:00,14,30,3,120.972075,24.805619,24,24-2019-10-18 04:00:00,24,東北東,2,,,21.1,74,1017.1,,0,中央氣象局,2019/10/18 04:00
1655,板橋,新北市,44,,良好,0.6,0.36,0.4,22,28,31,13,17,18,0.9,1.4,276,2019/10/18 04:00,13,31,3,121.458667,25.012972,6,6-2019-10-18 04:00:00,6,西,1,,,19.2,91,1017.8,,0,中央氣象局,2019/10/18 04:00
1656,觀音,桃園市,42,,良好,1.9,0.14,0.2,47,45,24,12,7,7.5,0.4,3.2,83,2019/10/18 04:00,13,30,4,121.082761,25.035503,19,19-2019-10-18 04:00:00,19,東北東,2,,,20.7,68,1017,,0,中央氣象局,2019/10/18 04:00
1657,萬華,臺北市,38,,良好,2,0.25,0.4,26,31,24,10,9.1,11,1.9,0.9,145,2019/10/18 04:00,12,27,1,121.507972,25.046503,13,13-2019-10-18 04:00:00,13,南,1,,,20.5,86,1017.6,,0,中央氣象局,2019/10/18 04:00
1658,基隆,基隆市,45,,良好,1.9,0.19,0.3,54,49,33,10,3.1,3.4,0.3,0.6,72,2019/10/18 04:00,11,34,1,121.760056,25.129167,1,1-2019-10-18 04:00:00,1,北,3,,,23.2,61,1017.1,,0,中央氣象局,2019/10/18 04:00
1659,馬公,澎湖縣,67,臭氧八小時,普通,1.8,0.15,0.1,60,60,32,11,1.3,5.8,4.5,6.7,25,2019/10/18 04:00,11,30,2,119.566158,23.569031,78,78-2019-10-18 04:00:00,78,北北東,4,6,,23.7,77,1015.4,,0,中央氣象局,2019/10/18 04:00
1660,恆春,屏東縣,49,,良好,1,0.12,0.1,51,53,28,11,1.7,2.3,0.6,5.2,36,2019/10/18 04:00,11,28,1,120.788928,21.958069,61,61-2019-10-18 04:00:00,61,北,3,,,24.5,78,1014.7,,0,中央氣象局,2019/10/18 04:00
1661,沙鹿,臺中市,47,,良好,1,0.15,0.1,53,51,21,11,5.1,6.4,1.3,4.5,1.7,2019/10/18 04:00,11,24,1,120.568794,24.225628,29,29-2019-10-18 04:00:00,29,北,4,6,,21.4,66,1015.4,,0,中央氣象局,2019/10/18 04:00
1662,大里,臺中市,36,,良好,1.3,0.15,0.2,39,35,18,10,5.6,6.3,0.7,1,353,2019/10/18 04:00,11,22,3,120.677689,24.099611,30,30-2019-10-18 04:00:00,30,北,1,,,21.9,66,1014.9,,0,中央氣象局,2019/10/18 04:00
1663,冬山,宜蘭縣,34,,良好,1.5,0.14,0.2,37,36,19,11,6.3,7.5,1.2,1.2,297,2019/10/18 04:00,10,22,1,121.792928,24.632203,66,66-2019-10-18 04:00:00,66,西北西,1,,,19.7,77,1017.4,,0,中央氣象局,2019/10/18 04:00
1664,陽明,臺北市,48,,良好,1,0.13,0.1,53,52,23,12,1,1.7,0.8,,,2019/10/18 04:00,10,20,2,121.529583,25.182722,64,64-2019-10-18 04:00:00,64,北北西,4,6,,15.5,81,,,0,中央氣象局,2019/10/18 04:00
1665,臺東,臺東縣,34,,良好,1.4,0.15,0.2,35,37,26,8,2.1,2.5,0.3,1.3,311,2019/10/18 03:00,9,25,2,121.15045,22.755358,62,62-2019-10-18 03:00:00,62,北北西,1,,,22.9,77,1015.6,,0,中央氣象局,2019/10/18 03:00
1666,陽明,臺北市,49,,良好,0.9,0.13,0.1,53,53,16,8,0.8,1.6,0.8,,,2019/10/18 03:00,9,20,2,121.529583,25.182722,64,64-2019-10-18 03:00:00,64,北,4,7,,15.3,88,,,0,中央氣象局,2019/10/18 03:00
1667,臺南,臺南市,56,細懸浮微粒,普通,1.8,0.22,0.3,32,36,34,17,8.5,9.4,0.8,1.8,26,2019/10/18 03:00,18,55,3,120.202617,22.984581,46,46-2019-10-18 03:00:00,46,北北西,3,,,22.8,70,1015,,0,中央氣象局,2019/10/18 03:00
1668,金門,金門縣,54,細懸浮微粒,普通,5.1,0.2,0.2,44,52,52,18,9.5,10,0.8,3.1,12,2019/10/18 03:00,17,42,3,118.312256,24.432133,77,77-2019-10-18 03:00:00,77,北北東,2,,,21.8,71,1019,,0,中央氣象局,2019/10/18 03:00
1669,馬祖,連江縣,84,臭氧八小時,普通,1.4,0.17,0.1,61,65,39,26,3.5,4.3,0.8,2.6,329,2019/10/18 03:00,17,36,2,119.949875,26.160469,75,75-2019-10-18 03:00:00,75,東北,3,,,22.1,69,1019.2,,0,中央氣象局,2019/10/18 03:00
1670,嘉義,嘉義市,51,細懸浮微粒,普通,2.9,0.24,0.3,24,26,34,15,16,17,0.7,2,5.6,2019/10/18 03:00,16,39,4,120.440833,23.462778,42,42-2019-10-18 03:00:00,42,北北東,1,,,20.4,82,1014.9,,0,中央氣象局,2019/10/18 03:00
1671,觀音,桃園市,45,,良好,4.3,0.2,0.2,39,46,24,12,17,18,0.6,3.3,86,2019/10/18 03:00,14,31,4,121.082761,25.035503,19,19-2019-10-18 03:00:00,19,東,3,,,20.7,68,1017.1,,0,中央氣象局,2019/10/18 03:00
1672,新竹,新竹市,44,,良好,4.5,0.28,0.3,36,42,33,13,15,16,0.4,2.4,84,2019/10/18 03:00,14,31,3,120.972075,24.805619,24,24-2019-10-18 03:00:00,24,東北東,1,,,21.5,71,1017.3,,0,中央氣象局,2019/10/18 03:00
1673,板橋,新北市,44,,良好,1.2,0.42,0.5,22,31,34,14,21,22,0.9,1.3,136,2019/10/18 03:00,13,31,3,121.458667,25.012972,6,6-2019-10-18 03:00:00,6,靜風,,,,20.3,89,1018,,0,中央氣象局,2019/10/18 03:00
1674,基隆,基隆市,45,,良好,1.9,0.25,0.3,50,49,32,11,6.4,6.8,0.4,0.4,100,2019/10/18 03:00,12,34,1,121.760056,25.129167,1,1-2019-10-18 03:00:00,1,北,3,,,23.2,62,1017.3,,0,中央氣象局,2019/10/18 03:00
1675,萬華,臺北市,39,,良好,2,0.31,0.4,25,32,28,13,12,13,1.7,1.6,156,2019/10/18 03:00,12,28,1,121.507972,25.046503,13,13-2019-10-18 03:00:00,13,南南東,1,,,20.7,86,1017.7,,0,中央氣象局,2019/10/18 03:00
1676,沙鹿,臺中市,47,,良好,1.1,0.15,0.1,53,51,24,10,5.5,6.7,1.2,5.3,5.2,2019/10/18 03:00,12,24,1,120.568794,24.225628,29,29-2019-10-18 03:00:00,29,北,3,6,,21.6,66,1015.7,,0,中央氣象局,2019/10/18 03:00
1677,馬公,澎湖縣,67,臭氧八小時,普通,1.9,0.13,0.1,59,60,24,11,1.5,6,4.5,6.7,22,2019/10/18 03:00,11,31,2,119.566158,23.569031,78,78-2019-10-18 03:00:00,78,北北東,4,6,,23.5,74,1015.8,,0,中央氣象局,2019/10/18 03:00
1678,恆春,屏東縣,49,,良好,1,0.12,0.1,50,53,31,12,1.6,2.5,1,4.1,16,2019/10/18 03:00,11,28,1,120.788928,21.958069,61,61-2019-10-18 03:00:00,61,北,2,6,,24.4,80,1014.6,,0,中央氣象局,2019/10/18 03:00
1679,大里,臺中市,36,,良好,1.5,0.16,0.3,37,35,23,11,6.9,7.6,0.7,2,28,2019/10/18 03:00,11,22,3,120.677689,24.099611,30,30-2019-10-18 03:00:00,30,北,2,,,22,65,1015,,0,中央氣象局,2019/10/18 03:00
